Releve_number,Country_code,Biblioreference,No_table_in_publ,No_releve_in_table,Cover_abundance_scale,Author,Date_yearmonthday,Syntaxon_code,Releve_area_m2,Altitude_m,Aspect_degrees,Slope_degrees,Cover_tree_layer_perc,Cover_shrub_layer_perc,Cover_herb_layer_perc,Cover_moss_layer_perc,Cover_lichen_layer_perc,Height_high_herb_layer_cm,Mosses_identified_yn,Lichens_identified_yn,Remarks,Coordinate_system,Resurvey,For_eva,Rs_project,Rs_site,Rs_plot,Rs_observ,Plot_shape,Manipulate,Maniptyp,Loc_method,Data_owner,Eva_access,Longitude,Latitude,Precision_m,Locality,Field_nr,Habitat,S_ph_h2o,Best_fit,Validation,Protection,Plot_type,number_species,CR_NT_number,CR_NT_perc_number,CR_NT_perc_cover,alien_perc_cover,Syntax_new,alien_number,TD_number,TD_perc_number,TD_perc_cover,TF_number,TF_perc_number,TF_perc_cover,TH_number,TH_perc_number,TH_perc_cover,XA_XC_number,XA_XC_perc_number,XA_XC_perc_cover,light,temperature,moisture,reaction,nutrients,salinity,Time
401505,CZ,400073,5,4,1,M. Chytrý,19890701,26AE14,16,300,180,20,0,0,90,30,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted);  / Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ja,Ja-Old,Ja-Old-1989,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163949.8,491333.5,20,"Brno-Obřany, Hänge über dem 1. Eisenbahntunnel über dem rechten Svitava-Ufer 1 km O von Obęany",73/9,NA,0,Y,Y,Y,NA,20,3,15,16.4,0,THG02,0,2,10,4,8,40,68.5,15,75,76,3,15,5.9,8,6.42,2.68,6.79,2.9,0.11,old
401507,CZ,400073,5,6,1,M. Chytrý,19870811,26AE14,49,340,225,5,0,0,100,15,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Kb,Kb-Old,Kb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163318.7,491049.9,120,"Brno-Nový Lískovec, Hänge im Naturschutzgebiet Kamenný vrch 0,6 km WSW von Nový Lískovec",81/7,NA,0,Y,Y,Y,NA,34,5,14.71,28,0,THG02,0,7,20.59,14.1,8,23.53,18.3,26,76.47,60.7,4,11.76,8.7,7.62,5.82,3.38,6.38,3.09,0.24,old
401506,CZ,400073,5,5,1,M. Chytrý,19870811,26AE14,49,340,225,5,0,0,100,10,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ka,Ka-Old,Ka-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163318.7,491049.9,120,"Brno-Nový Lískovec, Hänge im Naturschutzgebiet Kamenný vrch 0,6 km WSW von Nový Lískovec",80/7,NA,0,Y,Y,Y,NA,32,3,9.38,16.4,0,THG02,0,8,25,46.2,6,18.75,13.2,22,68.75,61.8,3,9.38,16.4,7.63,5.78,3.47,6.19,3.06,0.25,old
401508,CZ,400073,5,7,1,M. Chytrý,19870721,26AE14,49,370,293,10,0,0,95,60,0,0,Y,Y,"Species checked by comparing with the original field notes by M. Chytrý on 2019/12/25 (a few species added); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,La,La-Old,La-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162330,490849.4,40,"Neslovice, Hügel Patočkova hora 0,3 km ONO von N-Rand des Ortes",57/7,NA,0,Y,Y,Y,NA,28,1,3.57,2,0,THG02,0,6,21.43,13.2,7,25,32.3,22,78.57,72.8,2,7.14,14.7,7.46,5.86,3.43,6.43,3.18,0.18,old
401429,CZ,400073,3,15,1,M. Chytrý,19870721,22BB04,49,290,293,20,0,0,95,40,0,0,Y,Y,"Species checked by comparing with the original field notes by M. Chytrý on 2019/12/25 (Genista pilosa added); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Mb,Mb-Old,Mb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161927.9,490719.3,30,"Oslavany, NW Hang des Berges Kovářův kopec über dem Oslava Fluss 0,8 km SW der Stadt",53/7,NA,0,Y,Y,N,NA,30,5,16.67,10.5,0,TEE01,0,4,13.33,8.7,8,26.67,14.9,20,66.67,63.3,1,3.33,2,7.7,5.8,3.13,5.53,2.7,0.17,old
401428,CZ,400074,2,1,1,M. Chytrý,19870721,22BB04,49,290,NA,20,0,0,100,30,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ma,Ma-Old,Ma-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161927.9,490719.3,30,"Oslavany, NW Hang des Berges Kovářův kopec über dem Oslava Fluss 0,8 km SW der Stadt",P1 = 52/87,NA,0,Y,Y,N,NA,29,4,13.79,19,0,TEE01,0,6,20.69,22.2,7,24.14,14.1,18,62.07,42,2,6.9,4,7.48,5.62,3.48,5.24,2.86,0.21,old
401551,CZ,400073,5,50,1,M. Chytrý,19880718,26AE14,36,260,225,35,0,0,90,60,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Na,Na-Old,Na-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162040.5,490609.9,100,"Ivančice-Letkovice, Hügel Bouchal (Kote 277) 1,3 km NW von Letkovice",45165,NA,0,Y,Y,Y,NA,22,2,9.09,14.7,2,THG02,1,2,9.09,4.9,11,50,76.7,14,63.64,78.5,5,22.73,9.6,7.96,6.18,3.05,6.46,3.18,0.18,old
401553,CZ,400073,5,52,1,M. Chytrý,19880718,26AE14,49,230,135,15,0,0,95,5,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Oa,Oa-Old,Oa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162043.2,490541.1,80,"Ivančice-Letkovice, Hänge 0,5-1 km W von Letkovice",45162,NA,0,Y,Y,N,NA,30,5,16.67,9.6,5.9,THG02,3,5,16.67,9.6,8,26.67,71.8,13,43.33,74.7,8,26.67,25.2,7.7,6.13,3.37,6.5,3.73,0.37,old
401554,CZ,400073,5,53,1,M. Chytrý,19880718,26AE14,20,240,135,20,0,0,80,50,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ob,Ob-Old,Ob-Old-1988,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,162043.2,490541.1,80,"Ivančice-Letkovice, Hänge 0,5-1 km W von Letkovice",45164,NA,0,Y,Y,N,NA,26,4,15.38,18.1,4,THG02,2,3,11.54,4.9,8,30.77,52.2,17,65.38,65.4,5,19.23,10.5,7.96,6.08,3.15,6.69,3.15,0.31,old
401619,CZ,400073,6,25,1,M. Chytrý,19880828,26BB05,25,380,45,5,0,0,100,50,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Qa,Qa-Old,Qa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161140.6,490413.1,300,"Dukovany, Heiden im Bereich der Kote 392 (Velký kopec) 1 km SSO des Ortes",98/8,NA,0,Y,Y,N,NA,34,2,5.88,4,2,THG01,1,7,20.59,22.9,6,17.65,23,17,50,38.3,3,8.82,6.8,7.36,5.52,3.82,5.94,3.58,0.27,old
401621,CZ,400074,2,4,1,M. Chytrý,19880828,26BB05,36,380,NA,25,0,0,100,50,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Qb,Qb-Old,Qb-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161140.6,490413.1,300,"Dukovany, Heiden im Bereich der Kote 392 (Velký kopec) 1 km SSO des Ortes",P4=100/88,NA,0,Y,Y,N,NA,26,4,15.38,19,2,THG01,1,6,23.08,11.4,5,19.23,10.5,15,57.69,76,3,11.54,6.8,7.5,5.69,3.62,5.77,3,0.19,old
401400,CZ,400074,1,4,1,M. Chytrý,19870721,22BB05,16,395,NA,5,0,0,15,80,0,0,Y,Y,"Species checked by comparing with the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ra,Ra-Old,Ra-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161525.4,490623.5,100,"Senorady, das Schutzgebiet Biskoupský kopec 1,8 km SSÖ des Ortes",P4=46/87,NA,0,Y,Y,Y,NA,12,1,8.33,2,0,TEE01,0,0,0,0,5,41.67,10.5,7,58.33,23.7,0,0,0,7.25,5.25,4,4,2.5,0.25,old
401430,CZ,400073,3,16,1,M. Chytrý,19860717,22BB04,49,390,NA,5,0,0,100,60,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Rb,Rb-Old,Rb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161525.4,490623.5,100,"Senorady, das Schutzgebiet Biskoupský kopec 1,8 km SSÖ des Ortes",R9,NA,0,Y,Y,Y,NA,25,4,16,18.1,0,TEE01,0,1,4,2,8,32,25.2,19,76,65.3,1,4,2,7.79,5.71,3.21,5.46,2.63,0.13,old
401613,CZ,400074,2,3,1,M. Chytrý,19860717,26BB05,49,390,NA,0,0,0,100,1,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Re,Re-Old,Re-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161525.4,490623.5,100,"Senorady, das Schutzgebiet Biskoupský kopec 1,8 km SSÖ des Ortes",P3,NA,0,Y,Y,Y,NA,23,3,13.04,5.9,0,THG01,0,2,8.7,4,4,17.39,7.8,13,56.52,31.7,1,4.35,2,7.61,5.65,3.61,5.48,2.83,0.22,old
401431,CZ,400073,3,17,1,M. Chytrý,19860717,22BB04,49,390,NA,5,0,0,100,30,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Rc,Rc-Old,Rc-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161525.4,490623.5,100,"Senorady, das Schutzgebiet Biskoupský kopec 1,8 km SSÖ des Ortes",R12,NA,5.2,Y,Y,Y,NA,23,4,17.39,7.8,0,TEE01,0,4,17.39,7.8,1,4.35,3,11,47.83,50.9,0,0,0,7.55,5.55,3.73,5.36,2.86,0.23,old
401612,CZ,400074,2,2,1,M. Chytrý,19860717,26BB05,49,390,NA,5,0,0,100,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Rd,Rd-Old,Rd-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161525.4,490623.5,100,"Senorady, das Schutzgebiet Biskoupský kopec 1,8 km SSÖ des Ortes",P2,NA,0,Y,Y,Y,NA,23,4,17.39,41.7,0,THG01,0,2,8.7,3,4,17.39,8.7,14,60.87,58.1,1,4.35,3,7.52,5.7,3.61,5.35,2.83,0.13,old
401611,CZ,400073,6,19,1,M. Chytrý,19900720,26BB05,25,380,NA,5,0,0,100,5,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Sa,Sa-Old,Sa-Old-1990,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161419.6,490634.2,130,"Senorady, Weiden bei einem Schafstall 1,5 km SSW des Ortes",119/0,NA,0,Y,Y,Y,NA,30,2,6.67,4,0,THG01,0,10,33.33,20,5,16.67,21.4,17,56.67,51.4,1,3.33,13,7.57,5.63,3.83,5.8,3.2,0.33,old
401614,CZ,400073,6,20,1,M. Chytrý,19860717,26BB05,49,390,180,10,0,0,100,10,0,0,Y,Y,"Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Sb,Sb-Old,Sb-Old-1986,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161419.6,490634.2,130,"Senorady, Weiden bei einem Schafstall 1,5 km SSW des Ortes",45090,NA,0,Y,Y,Y,NA,27,4,14.81,7.8,0,THG01,0,1,3.7,2,8,29.63,18.3,18,66.67,77.9,4,14.81,9.6,7.63,5.85,3.48,6.07,3,0.26,old
401604,CZ,400073,6,14,1,M. Chytrý,19870721,26BB05,25,320,180,15,0,0,100,30,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Ua,Ua-Old,Ua-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161423.8,490733.1,40,"Senorady, ein Hügel über dem rechten Ufer des Baches am Nordwestrand des Ortes",45/7,NA,0,Y,Y,N,NA,26,1,3.85,2,2,THG01,1,4,15.38,7.8,12,46.15,38.2,16,61.54,56,4,15.38,27.3,7.69,5.81,3.19,6.04,3.23,0.23,old
401735,CZ,400073,7,30,1,M. Chytrý,19870720,25AC03,12,400,NA,20,0,0,90,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Va,Va-Old,Va-Old-1987,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,155939.7,491231.6,50,"Vladislav, felsiger Hügel Výhon am Südostrand des Ortes",45138,NA,0,Y,Y,N,NA,22,1,4.55,2,13,TFD02,1,5,22.73,36.8,7,31.82,14.1,12,54.55,31.8,1,4.55,2,7.68,5.82,3.32,5.82,3.14,0.27,old
401736,CZ,400073,7,31,1,M. Chytrý,19870720,25AC03,9,410,248,20,0,0,90,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Columns are mixed in the published table, here in Turboveg the data are corrected; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Vb,Vb-Old,Vb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155939.7,491231.6,50,"Vladislav, felsiger Hügel Výhon am Südostrand des Ortes",32/7,NA,0,Y,Y,N,NA,23,1,4.35,2,0,TFD02,0,4,17.39,7.8,9,39.13,17.5,14,60.87,25.4,3,13.04,5.9,7.65,5.96,3.17,5.74,2.96,0.22,old
401737,CZ,400073,7,32,1,M. Chytrý,19870720,25AC03,9,420,225,10,0,0,50,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Columns are mixed in the published table, here in Turboveg the data are corrected; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Vc,Vc-Old,Vc-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155939.7,491231.6,50,"Vladislav, felsiger Hügel Výhon am Südostrand des Ortes",34/7,NA,0,Y,Y,N,NA,18,1,5.56,2,0,TFD02,0,2,11.11,15.6,9,50,26.7,9,50,17.5,1,5.56,2,7.44,5.78,3.28,5.17,3,0.22,old
401733,CZ,400073,7,28,1,M. Chytrý,19870719,25AC03,9,420,180,30,0,0,60,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Wc,Wc-Old,Wc-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155832.9,491244.8,120,"Vladislav, Felskanten über der Eisenbahn am Westrand des Ortes",45134,NA,0,Y,Y,N,NA,14,0,0,0,2,TFD02,1,2,14.29,4,7,50,22.9,8,57.14,24.5,3,21.43,16.4,7.71,5.79,2.93,5.5,3.07,0.14,old
401732,CZ,400073,7,27,1,M. Chytrý,19870719,25AC03,8,420,180,15,0,0,70,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Wa,Wa-Old,Wa-Old-1987,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,155832.9,491244.8,120,"Vladislav, Felskanten über der Eisenbahn am Westrand des Ortes",45133,NA,0,Y,Y,N,NA,22,2,9.09,4,0,TFD02,0,5,22.73,10.5,9,40.91,26.7,14,63.64,34.5,2,9.09,14.7,7.68,5.86,3.09,5.91,3.09,0.23,old
401734,CZ,400073,7,29,1,M. Chytrý,19870719,25AC03,16,420,180,20,0,0,80,20,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (columns were mixed in the published table); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Wb,Wb-Old,Wb-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155832.9,491244.8,120,"Vladislav, Felskanten über der Eisenbahn am Westrand des Ortes",45135,NA,0,Y,Y,N,NA,19,2,10.53,4,2,TFD02,1,3,15.79,5.9,9,47.37,26.7,11,57.89,29.6,3,15.79,16.4,7.61,5.89,3.06,5.44,3.17,0.17,old
401467,CZ,400073,4,1,1,M. Chytrý,19880722,26AA08,36,320,-,-1,0,0,95,20,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Xa,Xa-Old,Xa-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161458.5,485955.5,500,"Vémyslice, Hügel Na vartě (Kote 323) 2,2 km S des Ortes",45/8,NA,0,Y,Y,Y,NA,30,10,33.33,30.4,0,THA04,0,2,6.67,4,11,36.67,20.7,25,83.33,55.7,3,10,5.9,7.8,6.17,2.77,6,2.43,0.07,old
401468,CZ,400073,4,2,1,M. Chytrý,19880722,26AA08,15,320,203,10,0,0,40,90,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Xb,Xb-Old,Xb-Old-1988,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,161458.5,485955.5,500,"Vémyslice, Hügel Na vartě (Kote 323) 2,2 km S des Ortes",43/8,NA,0,Y,Y,Y,NA,20,8,40,15.8,0,THA04,0,0,0,0,6,30,22.2,16,80,44.1,1,5,2,8.05,6.4,2.5,6.2,2.2,0,old
401512,CZ,400073,5,11,1,M. Chytrý,19880721,26AE14,25,320,180,5,0,0,95,40,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25 (a few species added and deleted); Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Xc,Xc-Old,Xc-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161458.5,485955.5,500,"Vémyslice, Hügel Na vartě (Kote 323) 2,2 km S des Ortes",42/8,NA,0,Y,Y,Y,NA,27,6,22.22,11.4,4,THG02,2,2,7.41,4,10,37.04,49.4,17,62.96,57.4,3,11.11,6.8,7.89,6.26,2.89,6.15,2.78,0.15,old
401513,CZ,400073,5,12,1,M. Chytrý,19880721,26AE14,25,310,-,-1,0,0,100,40,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Xd,Xd-Old,Xd-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161458.5,485955.5,500,"Vémyslice, Hügel im Flur Kocourky 2 km SSW des Ortes",47/8,NA,0,Y,Y,Y,NA,33,13,39.39,33.1,0,THG02,0,3,9.09,5.9,13,39.39,46.7,26,78.79,65.1,2,6.06,4.9,7.7,6.24,2.85,6.33,2.64,0.15,old
401729,CZ,400073,7,24,1,M. Chytrý,19870916,25AC03,25,450,180,5,0,0,90,60,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field; Potentilla incana = P. cf. incana x tabernaemontani",11,Y,NA,Acidic dry grasslands SW Moravia,Ya,Ya-Old,Ya-Old-1987,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155432.3,491412.1,100,"Pocoucov, Hügel in Feldern 0,2 km N des Teiches Židloch 1 km OSO des Dorfes",235/7,NA,0,Y,Y,N,NA,18,4,22.22,7.8,0,TFD02,0,4,22.22,7.8,8,44.44,24.5,12,66.67,30.3,2,11.11,4,7.72,5.72,3.17,5.39,2.78,0.11,old
401469,CZ,400073,4,3,1,M. Chytrý,19880722,26AA08,16,330,225,10,0,0,60,60,0,0,Y,Y,"Species corrected here in the Turboveg database from the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Za,Za-Old,Za-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161241.3,485938.6,20,"Trstěnice, S-Hänge des Berges Žlíbky (Kote 341) 1,2 km ONO des Ortes",49/8,NA,0,Y,Y,N,NA,21,6,28.57,22.2,0,THA04,0,1,4.76,2,7,33.33,14.1,17,80.95,45.2,0,0,0,7.81,6.14,2.67,6.24,2.57,0.14,old
401514,CZ,400073,5,13,1,M. Chytrý,19880721,26AE14,25,330,180,5,0,0,100,70,0,0,Y,Y,"Species checked according to the original field notes by M. Chytrý on 2019/12/25; Coordinates added using aerial photos by M. Chytrý, accuracy in metres is in the BIAS_GPS field",11,Y,NA,Acidic dry grasslands SW Moravia,Zb,Zb-Old,Zb-Old-1988,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161241.3,485938.6,20,"Trstěnice, S-Hänge des Berges Žlíbky (Kote 341) 1,2 km ONO des Ortes",50/8,NA,0,Y,Y,N,NA,33,10,30.3,28.9,0,THG02,0,2,6.06,4,13,39.39,32.4,24,72.73,63.7,6,18.18,12.3,7.94,6.24,2.73,6.3,2.67,0.12,old
